#;Название;Категории;Сайт;Email;Адрес;Широта;Долгота;Телефоны;Тип;Время работы;Информация;Цвет;Оплачена;Исключена из ЛК
1508193;Администрация МО г. Алексин, Аппарат Собрания депутатов  муниципального образования город Алексин ;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-03-92;org;Перерыв на обед 13-00-13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508194;Администрация МО г. Алексин, Управление по административно-техническому надзору;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-11-98;org;Обед 13-00-13-48;;;Нет;Нет
1508195;Администрация МО г. Алексин, Группа мобилизационной подготовки;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-04-64;org;Перерыв на обед 13-00-13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508196;Поликлиника 1;Поликлиники;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 13;54.499355;37.065495;+7 (48753) 4-12-45, +7 (48753) 4-15-15, +7 (48753) 4-07-44;org;;ГУЗ Алексинская районная больница № 1 им. В.Ф. Снегирева;;Нет;Нет
1508197;Престиж;Такси;;;;;;+7 (48753) 66111, +7(48753) 61515, +7(48753) 64444;org;ежедневно, круглосуточно;;;Нет;Нет
1508198;Администрация МО г. Алексин, Комитет по правовой работе;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-16-90;org;Перерыв на обед 13-00-13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508199;Вега, торговый дом;Продукты;;;Тульская обл., Алексинский р-н, Алексин г., ул. Пахомова, 21, корп.7;54.500897;37.065495;+7 (48753) 4-19-57;org;;;;Нет;Нет
1508201;Администрация МО г. Алексин, Управление образования;Администрация района;;upr.obr.aleksin@tularegion.ru;Тульская обл., Алексинский р-н, Алексин г., ул. Пионерская, 8;54.497242;37.063959;+7 (48753) 4-02-19;org;Перерыв на обед 13-00-13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508202;Отделение скорой помощи, ГУЗ Алексинская районная больница № 1 им. В.Ф. Снегирева;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Пахомова, 19;54.500594;37.06633;+7 (48753) 4-07-44;org;;;;Нет;Нет
1508204;Администрация МО г. Алексин,Управление по организационной, кадровой работе и информационному обеспечению;Администрация района;;aleksin.kadr@tularegion.org;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-03-34, +7 (48753) 4-11-75, +7 (48753) 4-30-12;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508205;Администрация МО г. Алексин, Пресс-секретарь;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-07-85;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508206;Торг;Агентства недвижимости;;;Тульская обл., Алексинский р-н, Алексин г., ул. Пахомова, 11а;54.501096;37.072097;+7 (48753) 4-18-54;org;;;;Нет;Нет
1508207;Администрация МО г. Алексин, Сектор по обеспечению работы комиссии по делам несовершеннолетних;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-26-11;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
1508208;Федерация армспорта Тульской области, общественная организация;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 9, оф. 22;54.500432;37.065378;+7 (48753) 4-79-28;org;;;;Нет;Нет
1508209;Квазар-С;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 8, оф. 22;54.499674;37.063887;+7 (48753) 4-79-28;org;;;;Нет;Нет
1508210;Руссичъ;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Октябрьская, 1;54.498047;37.062899;+7 (48753) 4-17-94;org;;;;Нет;Нет
1508211;Алексинский центр геодезии и землеустройства;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 8а;54.499062;37.063087;+7 (48753) 4-42-48;org;;;;Нет;Нет
1508212;Центр ГИМС МЧС России по Тульской области, инспекторский участок №1 г. Алексин;Органы надзора и контроля, инспекции;http://gims3.ucoz.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Пионерская, 2, каб. 7;54.497185;37.06677;+7 (48753) 4-14-74;org;приемный день - четверг;;;Нет;Нет
1508213;Комитет территориального общественного самоуправления 10;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Ленина, 19;54.500845;37.067812;+7 (48753) 4-76-47;org;;;;Нет;Нет
1508215;Оконная компания Алексин-Хамелион;Окна и балконы;http://aleksinokna.ru;;Тульская обл., Алексин г., ул. Пахомова, 19;54.500594;37.06633;+7 (48753) 4-33-50;org;пн-пт 9:00-17:00;;;Нет;Нет
1508216;АлексинЭнергоСервис;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Ленина, 19;54.500845;37.067812;+7 (48753) 4-25-48;org;;;;Нет;Нет
1508217;ВДПО, общероссийская общественная организация, ТОО, Алексинское районное отделение;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Зои Космодемьянской, 4а;54.494779;37.060985;+7 (48753) 4-89-78;org;;;;Нет;Нет
1508218;Муниципальный фонд местного развития;Другие структуры;;;Тульская обл., Алексинский р-н, Алексин г., ул. Пахомова, 19;54.500594;37.06633;+7 (48753) 4-09-41;org;Обед 12:00-12:48;;;Нет;Нет
1508220;Филиал ФГКУ УВО УМВД России по Тульской области - ОВО по Алексинскому району;Безопасность и охрана;http://uvo-tula.ru;;Тульская обл., Алексин г., ул. Пахомова, 11;54.501101;37.07004;+7 (48753) 4-10-97;org;;;;Нет;Нет
1508221;Макро;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 8;54.499674;37.063887;+7 (48753) 4-04-50;org;;;;Нет;Нет
1508222;Администрация МО г. Алексин, Отдел по организации закупок;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-01-61;org;"Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.
";;;Нет;Нет
1508223;Газовик;Другое;;;Тульская обл., Алексин г., ул. Пионерская, 7;54.496594;37.064075;+7 (905) 620-75-26;org;пн-пт 9:00-18:00;;;Нет;Нет
1508224;Территориальный фонд обязательного медицинского страхования Тульской области, Алексинский филиал;Страховые компании;http://www.omstula.ru;;Тульская обл., Алексин г., ул. Октябрьская, 1;54.498047;37.062899;+7 (48753) 4-45-49;org;"пн-чт 8:30-17:30; пт 8:30-16:30";;;Нет;Нет
1508225;МБУ ДО «ДЮСШ 1»;"Спортивные центры, клубы; Спортивные школы; Спортивные секции";http://dush1.obraleksin.ru;aleksin.dush1@tularegion.org;Тульская обл., Алексинский р-н, Алексин г., ул. Пионерская, 29;54.494894;37.060743;+7 (48753) 4-89-65;org;;;;Нет;Нет
1508227;Мебельный магазин Венеция;"Мягкая мебель; Корпусная мебель";;;Тульская обл., Алексин г., ул. Героев Алексинцев, 21а;54.496876;37.065234;+7 (48753) 4-74-94;org;ежедневно, 10:00-19:00;;;Нет;Нет
1508228;Идеаль Натяжные Потолки;Другое;http://идеаль-потолок.рф;;Тульская обл., Алексинский р-н, Алексин, ул. Пахомова, 11а;54.501096;37.072097;+7 (48753) 4-45-85;org;"пн-пт 10:00-18:00; сб 10:00-15:00";;;Нет;Нет
1508229;Главное бюро медико-социальной экспертизы по Тульской области, ФКУ, филиал № 5;Оценка эксперта;;;Тульская обл., Алексинский р-н, Алексин г., ул. Ленина, 18;54.499433;37.06722;+7 (48753) 4-77-00;org;;;;Нет;Нет
1508230;Единая дежурно-диспетчерская служба;Аварийные службы;;;Тульская обл., Алексинский р-н, Алексин г., ул. Пионерская, 2;54.497185;37.06677;112, +7 (48753) 4-18-49;org;;;;Нет;Нет
1508232;АлексинСпецТранс;Транспорт и логистика, грузоперевозки;http://aleksintrans.ucoz.com;;Тульская обл., Алексин г., Героев Алексеенцев, 8, оф. 26;54.499674;37.063887;+7 (48753) 5-67-07;org;ежедневно, 9:00-20:00;;;Нет;Нет
